run,v1,loose,start_t_sec,start_dist_xy_m,start_toward_mps,start_toward_ratio,start_ahead_m,last10_signed_min_m,last10_signed_max_m,bridge_crash,traj_full,signed_plot
20260410_161425_px4_sih,1,1,64.08,170.4380225926751,0.521148752099716,0.03955364672950457,6.74144533490599,-2.636569405602964,3.0234063963666626,0,/home/hw/easydocking/results/20260410_161425_px4_sih/trajectory_xy_full.png,/home/hw/easydocking/results/20260410_161425_px4_sih/carrier_front_back_signed_distance.png
20260410_161614_px4_sih,1,1,64.34,169.89022042627778,0.5549886739458909,0.043065106829513276,7.316340491947216,-3.1814407085873984,1.2352594225219522,0,/home/hw/easydocking/results/20260410_161614_px4_sih/trajectory_xy_full.png,/home/hw/easydocking/results/20260410_161614_px4_sih/carrier_front_back_signed_distance.png
20260410_161806_px4_sih,1,1,63.6,170.50548990290864,0.608514820713312,0.04632388019097439,7.898475886165741,-3.7212065559301295,0.08872110947245986,0,/home/hw/easydocking/results/20260410_161806_px4_sih/trajectory_xy_full.png,/home/hw/easydocking/results/20260410_161806_px4_sih/carrier_front_back_signed_distance.png
20260410_161958_px4_sih,0,0,64.14,170.21088752721116,0.5006310674116339,0.03860360373856677,6.570753654090211,-1.3445621443368678,1.7692943507563745,1,/home/hw/easydocking/results/20260410_161958_px4_sih/trajectory_xy_full.png,/home/hw/easydocking/results/20260410_161958_px4_sih/carrier_front_back_signed_distance.png
20260410_162230_px4_sih,1,1,64.6,170.05808077710054,0.6893277067327128,0.05268805221926279,8.960029040291474,-3.119057244496113,2.6000054856952906,0,/home/hw/easydocking/results/20260410_162230_px4_sih/trajectory_xy_full.png,/home/hw/easydocking/results/20260410_162230_px4_sih/carrier_front_back_signed_distance.png
