run_id,classification,final_pass,first_non_idle_t_sec,approach_sec,tracking_sec,docking_sec,ahead_ratio_positive_pre_completed,ahead_min_m,ahead_sign_flip_count,approach_carrier_orbit_gap_mean_m,approach_carrier_orbit_gap_min_m,docking_lateral_sign_flip_count,docking_lateral_abs_max_m
20260412_180509_px4_sih,final-pass,1,64.3,18.299999999999997,3.760000000000005,6.700000000000003,0.6608695652173913,-2.3849423350781866,6,5.127028760126656,3.596479664852694,2,1.639669
20260412_180744_px4_sih,final-pass,1,75.4,18.5,3.3999999999999915,5.900000000000006,0.8651079136690647,-1.0865232750825602,4,5.23954496498714,3.471179430969059,2,1.844521
20260412_181033_px4_sih,final-pass,1,78.94,18.159999999999997,2.6400000000000006,3.760000000000005,0.9572301425661914,-0.8840116693960481,3,5.157570532898176,3.0970931504097763,1,1.337179
20260412_181323_px4_sih,final-pass,1,79.14,18.0,3.4399999999999977,9.659999999999997,0.7893890675241158,-0.8357108705719646,15,5.165042275440986,3.228458802751476,1,2.135866
20260412_181621_px4_sih,final-pass,1,63.8,18.5,3.9399999999999977,5.560000000000002,0.7821428571428571,-1.833601123993385,6,4.843910379414752,3.234909115982475,2,1.802692
