run_id,classification,final_pass,first_non_idle_t_sec,approach_sec,tracking_sec,docking_sec,ahead_ratio_positive_pre_completed,ahead_min_m,ahead_sign_flip_count,approach_carrier_orbit_gap_mean_m,approach_carrier_orbit_gap_min_m,docking_lateral_sign_flip_count,docking_lateral_abs_max_m
20260412_150129_px4_sih,final-pass,1,103.14,18.299999999999997,3.200000000000003,19.440000000000012,0.8583638583638583,-0.9370784599455189,8,5.471202419269023,2.368360518963499,3,2.534827
20260412_150454_px4_sih,final-pass,1,77.86,17.799999999999997,2.760000000000005,8.899999999999991,0.8777589134125636,-0.7539632114179127,7,5.769319440698814,3.42589170065618,2,1.46561
20260412_150748_px4_sih,final-pass,1,79.44,18.060000000000002,3.0,9.439999999999998,0.9081967213114754,-0.6580640756027283,11,5.077660260970755,2.3828304551395263,1,1.446267
20260412_151046_px4_sih,final-pass,1,79.04,18.25999999999999,3.8599999999999994,7.240000000000009,0.889267461669506,-0.6618017161825503,5,5.529157400616127,2.7929289218801046,1,2.14384
20260412_151341_px4_sih,final-pass,1,76.34,18.599999999999994,2.0,0.4399999999999977,1.0,0.8954016504970647,0,4.858074458773071,2.8076656187272278,0,0.791908
