run_id,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,carrier_path_until_completed_m
20260413_163737_px4_sih,1,82.08,90.12,93.52,0.9455958549222798,-1.0829289655945502,0.6911764705882353,-1.0829289655945502,0.0,1.137363,102.37569757475971
20260413_164012_px4_sih,1,87.0,95.7,105.4,0.8221797323135756,-1.296869009815229,0.5257731958762887,-1.296869009815229,0.0,0.715461,157.92713895829357
20260413_164300_px4_sih,1,70.44,80.9,86.84,0.8520833333333333,-1.5691876226853718,0.40336134453781514,-1.5691876226853718,0.0,1.217892,148.06895789342164
20260413_164535_px4_sih,0,82.32,90.22,nan,0.8125,-1.9284425326704362,0.34146341463414637,-1.9284425326704362,0.0,0.671819,116.27486196267611
20260413_164812_px4_sih,1,71.18,81.14,86.58,0.8528138528138528,-1.7642693383284593,0.3853211009174312,-1.7642693383284593,0.0,0.886342,140.65811260817782
