run_id,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,carrier_path_until_completed_m
20260413_171813_px4_sih,1,86.9,95.46,99.6,0.9142156862745098,-1.3489380131473216,0.5903614457831325,-1.3489380131473216,0.0,1.507392,113.46126612038323
20260413_172055_px4_sih,1,83.08,92.08,99.18,0.7923728813559322,-1.7089365642513847,0.31690140845070425,-1.7089365642513847,0.0,0.697159,135.35914953443938
20260413_172337_px4_sih,1,87.04,95.48,99.94,0.8973105134474327,-1.7035619395812138,0.5393258426966292,-1.7035619395812138,0.0,1.098687,112.62608365764382
20260413_172619_px4_sih,1,81.62,89.88,95.92,0.8842592592592593,-1.7894755900359711,0.5867768595041323,-1.7894755900359711,0.0,0.641251,121.72720371007388
20260413_172857_px4_sih,1,83.08,93.18,98.94,0.8785249457700651,-1.4868593778243064,0.5217391304347826,-1.4868593778243064,0.0,0.713479,132.2412462647645
