run_id,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,carrier_path_until_completed_m
20260414_223741_px4_sih,1,71.52,79.82,84.36,0.9158653846153846,-1.2486493654393738,0.6153846153846154,-1.2486493654393738,0.0,0.567893,119.82445575889577
20260414_224015_px4_sih,1,83.2,91.64,94.9,0.953125,-0.9982581255221845,0.7230769230769231,-0.9982581255221845,0.0,1.520602,100.33856809540029
20260414_224253_px4_sih,1,82.7,93.0,100.76,0.8410852713178295,-1.96557949168022,0.47096774193548385,-1.96557949168022,0.0,1.005016,153.23025649128252
20260414_224539_px4_sih,1,87.46,95.5,102.0,0.8831460674157303,-1.7907372599606064,0.6076923076923076,-1.7907372599606064,0.0,0.835684,125.89746306220107
20260414_224827_px4_sih,1,82.92,91.76,102.921,0.8160291438979964,-1.6852928523889035,0.547085201793722,-1.6852928523889035,0.0,0.872498,171.36783479541103
