run_id,final_pass,first_non_idle_t_sec,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,approach_sec,tracking_sec,docking_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,docking_lateral_sign_flip_count,approach_carrier_orbit_gap_mean_m,carrier_path_until_completed_m
20260412_234444_px4_sih,1,76.2,83.34,91.7,98.14,7.140000000000001,8.36,6.439999999999998,0.8522727272727273,-1.811392067926919,0.49612403100775193,-1.811392067926919,0.0,0.562535,1,6.386034574674766,123.06609008760402
20260412_234721_px4_sih,1,76.1,83.64,93.4,100.2,7.540000000000006,9.760000000000005,6.799999999999997,0.7971014492753623,-2.128679018324429,0.27941176470588236,-2.128679018324429,0.0,0.716915,2,6.4984833579162515,140.39651729010163
20260412_235000_px4_sih,1,76.18,83.78,91.94,96.34,7.599999999999994,8.159999999999997,4.400000000000006,0.905940594059406,-1.6281712985123318,0.5795454545454546,-1.6281712985123318,0.0,1.571466,2,6.38120471409672,108.84239407117498
20260412_235235_px4_sih,0,79.0,86.5,97.14,nan,7.5,11.14,82.36,0.9821870361207323,-0.6082788567997905,0.9781553398058253,-0.6082788567997905,0.0,1.771744,13,7.052302702400487,768.6128606139993
20260412_235628_px4_sih,1,74.16,81.8,89.9,95.7,7.640000000000001,8.100000000000009,5.799999999999997,0.8796296296296297,-1.787022643396102,0.5603448275862069,-1.787022643396102,0.0,0.642861,3,6.72150279727319,120.43850546871975
