run_id,phase_end,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,track_ahead_ratio_positive,track_ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,docking_negative_duration_sec,opp_ratio_6s_speedg1,carrier_cmd_speed_p95_mps,carrier_cmd_speed_max_mps,carrier_cmd_acc_p95_mps2,carrier_cmd_acc_max_mps2,carrier_act_speed_p95_mps,carrier_act_speed_max_mps,carrier_act_acc_p95_mps2,carrier_act_acc_max_mps2,mini_tas_p95_mps,mini_tas_max_mps,mini_tas_sp_p95_mps,mini_tas_sp_max_mps
20260415_144721_px4_sih,TRACKING,0.000000,82.740000,,,1.000000,0.595742,,,,0.000000,13.705180,14.559345,3.535534,3.626189,9.755061,12.726494,4.277537,12.409915,11.191054,12.453403,9.867736,10.831360
20260415_145109_px4_sih,TRACKING,0.000000,83.040000,,,1.000000,0.827151,,,,0.000000,13.911859,14.675601,3.535534,3.535534,9.624072,12.300036,4.007626,11.361470,11.425219,12.452528,10.272486,10.831429
20260415_145454_px4_sih,DOCKING,0.000000,83.540000,93.340000,,1.000000,0.047821,1.000000,1.452736,0.000000,0.041322,14.423645,14.700081,3.065191,3.535534,9.725340,11.194797,2.903996,11.137125,11.599934,12.056268,10.831945,10.832418
20260415_145840_px4_sih,COMPLETED,1.000000,83.140000,91.440000,98.140000,0.800000,-1.165358,0.552239,-1.165358,3.000000,0.000000,14.489564,14.517678,3.535534,168.406636,11.749666,12.400171,8.983139,12.665060,11.981586,12.453667,10.831239,10.831274
20260415_150112_px4_sih,TRACKING,0.000000,83.180000,,,1.000000,1.739238,,,,0.000000,13.017289,14.500876,3.535534,5.303301,9.766431,12.098085,4.327258,13.725985,11.107570,12.142838,9.446755,10.831799
