run,phase_end,start_reason,final_pass,first_dock_t_sec,first_completed_t_sec,dock_to_completed_sec,first_dock_to_completed_path_m,docking_segment_count,max_docking_segment_path_m,last_docking_segment_path_m
20260420_150109_px4_sih,COMPLETED,window,1,92.58,97.58,5.0,34.300685084756566,1,33.88911523665056,33.88911523665056
20260420_150346_px4_sih,COMPLETED,window,1,95.24,100.48,5.240000000000009,37.14945788907136,1,36.798905915355625,36.798905915355625
20260420_150626_px4_sih,COMPLETED,window,1,130.88,151.34,20.460000000000008,173.8808665198732,5,23.884799712785643,23.884799712785643
20260420_151005_px4_sih,COMPLETED,window,1,91.08,95.74,4.659999999999997,33.0689233824812,1,32.67263537484534,32.67263537484534
20260420_151238_px4_sih,COMPLETED,window,1,96.94,102.3,5.359999999999999,38.37534349522117,1,37.962665347690915,37.962665347690915
