run_id,phase_end,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,track_ahead_ratio_positive,track_ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,docking_negative_duration_sec,opp_ratio_6s_speedg1,carrier_cmd_speed_p95_mps,carrier_cmd_speed_max_mps,carrier_cmd_acc_p95_mps2,carrier_cmd_acc_max_mps2,carrier_act_speed_p95_mps,carrier_act_speed_max_mps,carrier_act_acc_p95_mps2,carrier_act_acc_max_mps2,mini_tas_p95_mps,mini_tas_max_mps,mini_tas_sp_p95_mps,mini_tas_sp_max_mps
20260415_121033_px4_sih,TRACKING,0.000000,83.140000,,,1.000000,1.136849,,,,0.000000,14.119098,14.494106,3.480636,3.535534,9.759188,12.404238,3.766680,12.892483,11.161780,12.214767,10.153625,10.831161
20260415_121428_px4_sih,COMPLETED,1.000000,71.720000,81.960000,88.360000,0.825826,-0.676445,0.546875,-0.676445,2.320000,0.000000,14.476982,14.489942,3.535534,249.862550,12.831342,13.289126,8.388637,14.310109,12.557794,12.838386,10.831506,10.831609
20260415_121703_px4_sih,COMPLETED,1.000000,73.340000,81.700000,89.100000,0.819048,-0.713101,0.614865,-0.713101,3.420000,0.000000,14.488196,14.597341,3.535534,160.487945,12.106400,12.626791,8.358712,12.733579,12.367897,12.632471,10.832180,10.832254
20260415_121928_px4_sih,COMPLETED,1.000000,83.180000,91.140000,95.140000,0.928870,-0.926126,0.787500,-0.926126,0.850000,0.049587,14.489383,14.501987,3.535534,185.099750,12.367057,12.724018,10.314710,15.015121,11.909373,12.071994,10.832023,10.832087
20260415_122202_px4_sih,TRACKING,0.000000,67.880000,,,1.000000,0.854312,,,,0.000000,13.181442,14.499570,3.535534,3.535534,10.146325,13.029775,3.870505,11.858064,10.984426,12.757946,9.079648,10.832254
