run_id,final_pass,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,carrier_path_until_completed_m
20260413_143820_px4_sih,1,83.14,91.2,97.44,0.8741418764302059,-2.105871,0.5634920634920635,-2.105871,0.0,0.518404,120.37147895531749
20260413_144058_px4_sih,1,81.14,89.84,101.1,0.8693284936479129,-1.832605,0.6814159292035398,-1.832605,0.0,0.811757,168.3078942102706
20260413_144340_px4_sih,1,82.3,90.36,95.9,0.8726415094339622,-1.48278,0.5178571428571429,-1.48278,0.0,0.540908,116.39776610230923
20260413_144617_px4_sih,1,82.72,91.72,98.42,0.857451403887689,-1.395352,0.5925925925925926,-1.395352,0.0,1.375308,130.79546809548754
20260413_144857_px4_sih,1,87.54,96.2,103.64,0.7724425887265136,-1.291188,0.2733333333333333,-1.291188,0.0,1.158286,140.34071258861357
