run_id,error,final_pass,final_phase,tracking_rows,core_rows,entry_like_rows,first_tracking_t_sec,first_core_t_sec,first_entry_like_t_sec,best_track_term_dist_m,best_core_term_dist_m,max_along_core_m,max_along_entry_like_m,ahead_upper_gap_m
20260424_220319_px4_sih,0.000000,0.000000,TRACKING,2826.000000,723.000000,723.000000,38.740000,85.400000,85.400000,1.189914,2.909070,-0.607576,-0.607576,0.000000
20260424_220717_px4_sih,0.000000,1.000000,COMPLETED,147.000000,15.000000,15.000000,68.640000,76.740000,76.740000,1.346916,2.954085,-2.588520,-2.588520,0.000000
20260424_220951_px4_sih,0.000000,1.000000,COMPLETED,181.000000,45.000000,45.000000,42.740000,58.640000,58.640000,0.451549,3.040092,-2.934381,-2.934381,0.000000
20260424_221224_px4_sih,0.000000,0.000000,TRACKING,2993.000000,777.000000,777.000000,30.400000,76.600000,76.600000,1.653166,2.635319,-0.601651,-0.601651,0.000000
20260424_221627_px4_sih,0.000000,1.000000,COMPLETED,145.000000,0.000000,0.000000,30.340000,,,0.611943,,,,
