run_id,final_pass,first_non_idle_t_sec,first_tracking_t_sec,first_docking_t_sec,first_completed_t_sec,approach_sec,tracking_sec,docking_sec,ahead_ratio_positive_pre_completed,ahead_min_m,docking_ahead_ratio_positive,docking_ahead_min_m,opp_ratio_6s_speedg1,docking_lateral_abs_max_m,docking_lateral_sign_flip_count,approach_carrier_orbit_gap_mean_m,carrier_path_until_completed_m
20260413_001536_px4_sih,1,79.14,86.94,95.64,101.08,7.799999999999997,8.700000000000003,5.439999999999998,0.8181818181818182,-1.4767275903560813,0.42201834862385323,-1.4767275903560813,0.0,1.321232,3,7.135701292700889,125.43168896931469
20260413_001820_px4_sih,1,74.44,81.64,89.88,94.54,7.200000000000003,8.239999999999995,4.660000000000011,0.9007444168734491,-1.3328414058636224,0.5806451612903226,-1.3328414058636224,0.0,0.481742,3,6.530964730283919,110.04043018719554
20260413_002055_px4_sih,1,79.1,86.7,95.2,99.6,7.6000000000000085,8.5,4.3999999999999915,0.9075425790754258,-1.5266062228859767,0.5681818181818182,-1.5266062228859767,0.0,1.517529,2,6.77849218503597,114.43551744081577
20260413_002334_px4_sih,1,78.18,85.54,94.08,101.24,7.359999999999999,8.539999999999992,7.159999999999997,0.8571428571428571,-1.6702602106938227,0.5384615384615384,-1.6702602106938227,0.0,1.318918,3,6.836406525433185,134.58460796758254
20260413_002617_px4_sih,1,79.1,86.8,95.44,100.6,7.700000000000003,8.64,5.159999999999997,0.8445475638051044,-2.1871132134652442,0.34951456310679613,-2.1871132134652442,0.0,0.681613,3,6.863034033809476,120.3226806968301
