run_id,error,final_pass,final_phase,tracking_rows,core_rows,entry_like_rows,first_tracking_t_sec,first_core_t_sec,first_entry_like_t_sec,best_track_term_dist_m,best_core_term_dist_m,max_along_core_m,max_along_entry_like_m,ahead_upper_gap_m
20260415_144721_px4_sih,0.000000,0.000000,TRACKING,1946.000000,764.000000,0.000000,82.740000,91.700000,,6.566636,6.566636,-6.541200,,0.541200
20260415_145109_px4_sih,0.000000,0.000000,TRACKING,1940.000000,755.000000,0.000000,83.040000,92.600000,,6.939982,7.064315,-7.050170,,1.050170
20260415_145454_px4_sih,0.000000,0.000000,DOCKING,227.000000,49.000000,49.000000,83.540000,91.540000,91.540000,2.174006,2.174006,-1.364452,-1.364452,0.000000
20260415_145840_px4_sih,0.000000,1.000000,COMPLETED,166.000000,6.000000,0.000000,83.140000,91.140000,,6.225245,6.225245,-6.218299,,0.218299
20260415_150112_px4_sih,0.000000,0.000000,TRACKING,1937.000000,772.000000,0.000000,83.180000,91.540000,,6.779991,6.779991,-6.772323,,0.772323
