t,phase,relative_distance,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,carrier_x,carrier_y,carrier_z,mini_x,mini_y,mini_z,carrier_sp_x,carrier_sp_y,carrier_sp_z,mini_target_x,mini_target_y,mini_target_z,measured_rel_x,measured_rel_y,measured_rel_z,measured_rel_distance,measured_rel_vx,measured_rel_vy,measured_rel_vz,measured_rel_speed
9.640,IDLE,101.404342,-68.112384,73.513419,15.470000,-9.011197,-4.335704,1.200000,54.000000,-30.000000,0.400000,-14.112384,43.513419,15.870000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-68.112384,73.513419,15.470000,101.404342,-9.011197,-4.335704,1.200000,10.071743
9.680,IDLE,101.404342,-68.112384,73.513419,15.470000,-9.011197,-4.335704,1.200000,54.000000,-30.000000,0.400000,-14.560956,43.292550,15.930000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-68.560956,73.292550,15.530000,101.555814,-8.971437,-4.417388,1.200000,10.071743
9.721,IDLE,101.555814,-68.560956,73.292550,15.530000,-8.971437,-4.417388,1.200000,54.000000,-30.000000,0.400000,-15.007502,43.067614,15.990000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-69.007502,73.067614,15.590000,101.705259,-8.930937,-4.498706,1.200000,10.071743
9.781,IDLE,101.705259,-69.007502,73.067614,15.590000,-8.930937,-4.498706,1.200000,54.000000,-30.000000,0.400000,-15.007502,43.067614,15.990000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-69.007502,73.067614,15.590000,101.705259,-8.930937,-4.498706,1.200000,10.071743
9.820,IDLE,101.852675,-69.451988,72.838632,15.650000,-8.889701,-4.579652,1.200000,54.000000,-30.000000,0.400000,-15.894374,42.605621,16.110000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-69.894374,72.605621,15.710000,101.998058,-8.847733,-4.660217,1.200000,10.071743
9.880,IDLE,101.998058,-69.894374,72.605621,15.710000,-8.847733,-4.660217,1.200000,54.000000,-30.000000,0.400000,-16.334626,42.368601,16.170000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-70.334626,72.368601,15.770000,102.141406,-8.805035,-4.740397,1.200000,10.071743
9.921,IDLE,102.141406,-70.334626,72.368601,15.770000,-8.805035,-4.740397,1.200000,54.000000,-30.000000,0.400000,-16.334626,42.368601,16.170000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-70.334626,72.368601,15.770000,102.141406,-8.805035,-4.740397,1.200000,10.071743
9.980,IDLE,102.282718,-70.772706,72.127592,15.830000,-8.761611,-4.820184,1.200000,54.000000,-30.000000,0.400000,-17.208580,41.882613,16.290000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-71.208580,71.882613,15.890000,102.421990,-8.717465,-4.899572,1.200000,10.071743
10.020,IDLE,102.421990,-71.208580,71.882613,15.890000,-8.717465,-4.899572,1.200000,54.000000,-30.000000,0.400000,-17.642210,41.633686,16.350000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-71.642210,71.633686,15.950000,102.559220,-8.672601,-4.978554,1.200000,10.071743
10.080,IDLE,102.559220,-71.642210,71.633686,15.950000,-8.672601,-4.978554,1.200000,54.000000,-30.000000,0.400000,-18.073561,41.380829,16.410000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-72.073561,71.380829,16.010000,102.694406,-8.627021,-5.057124,1.200000,10.071743
10.120,IDLE,102.694406,-72.073561,71.380829,16.010000,-8.627021,-5.057124,1.200000,54.000000,-30.000000,0.400000,-18.502597,41.124066,16.470000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-72.502597,71.124066,16.070000,102.827546,-8.580731,-5.135275,1.200000,10.071743
10.181,IDLE,102.827546,-72.502597,71.124066,16.070000,-8.580731,-5.135275,1.200000,54.000000,-30.000000,0.400000,-18.502597,41.124066,16.470000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-72.502597,71.124066,16.070000,102.827546,-8.580731,-5.135275,1.200000,10.071743
10.220,IDLE,102.958637,-72.929284,70.863416,16.130000,-8.533734,-5.213002,1.200000,54.000000,-30.000000,0.400000,-19.353586,40.598901,16.590000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-73.353586,70.598901,16.190000,103.087678,-8.486033,-5.290297,1.200000,10.071743
10.280,IDLE,103.087678,-73.353586,70.598901,16.190000,-8.486033,-5.290297,1.200000,54.000000,-30.000000,0.400000,-19.353586,40.598901,16.590000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-73.353586,70.598901,16.190000,103.087678,-8.486033,-5.290297,1.200000,10.071743
10.321,IDLE,103.214666,-73.775467,70.330543,16.250000,-8.437633,-5.367155,1.200000,54.000000,-30.000000,0.400000,-19.775467,40.330543,16.650000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-73.775467,70.330543,16.250000,103.214666,-8.437633,-5.367155,1.200000,10.071743
10.380,IDLE,103.339600,-74.194894,70.058364,16.310000,-8.388537,-5.443569,1.200000,54.000000,-30.000000,0.400000,-20.611832,39.782388,16.770000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-74.611832,69.782388,16.370000,103.462476,-8.338750,-5.519533,1.200000,10.071743
10.421,IDLE,103.462476,-74.611832,69.782388,16.370000,-8.338750,-5.519533,1.200000,54.000000,-30.000000,0.400000,-20.611832,39.782388,16.770000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-74.611832,69.782388,16.370000,103.462476,-8.338750,-5.519533,1.200000,10.071743
10.480,IDLE,103.583294,-75.026246,69.502636,16.430000,-8.288276,-5.595040,1.200000,54.000000,-30.000000,0.400000,-21.438101,39.219132,16.890000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.438101,69.219132,16.490000,103.702051,-8.237119,-5.670085,1.200000,10.071743
10.521,IDLE,103.702051,-75.438101,69.219132,16.490000,-8.237119,-5.670085,1.200000,54.000000,-30.000000,0.400000,-21.438101,39.219132,16.890000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.438101,69.219132,16.490000,103.702051,-8.237119,-5.670085,1.200000,10.071743
10.581,IDLE,103.818746,-75.847366,68.931898,16.550000,-8.185283,-5.744662,1.200000,54.000000,-30.000000,0.400000,-21.847366,38.931898,16.950000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.847366,68.931898,16.550000,103.818746,-8.185283,-5.744662,1.200000,10.071743
10.640,IDLE,104.045941,-76.657984,68.346341,16.670000,-8.079592,-5.892384,1.200000,54.000000,-30.000000,0.400000,-22.657984,38.346341,17.070000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-76.657984,68.346341,16.670000,104.045941,-8.079592,-5.892384,1.200000,10.071743
10.680,IDLE,104.045941,-76.657984,68.346341,16.670000,-8.079592,-5.892384,1.200000,54.000000,-30.000000,0.400000,-23.059271,38.048065,17.130000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-77.059271,68.048065,16.730000,104.156437,-8.025746,-5.965517,1.200000,10.071743
10.720,IDLE,104.156437,-77.059271,68.048065,16.730000,-8.025746,-5.965517,1.200000,54.000000,-30.000000,0.400000,-23.059271,38.048065,17.130000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-77.059271,68.048065,16.730000,104.156437,-8.025746,-5.965517,1.200000,10.071743
10.781,IDLE,104.264864,-77.457833,67.746157,16.790000,-7.971239,-6.038158,1.200000,54.000000,-30.000000,0.400000,-23.457833,37.746157,17.190000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-77.457833,67.746157,16.790000,104.264864,-7.971239,-6.038158,1.200000,10.071743
10.840,IDLE,104.475503,-78.246650,67.131545,16.910000,-7.860257,-6.181938,1.200000,54.000000,-30.000000,0.400000,-24.246650,37.131545,17.310000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-78.246650,67.131545,16.910000,104.475503,-7.860257,-6.181938,1.200000,10.071743
10.880,IDLE,104.475503,-78.246650,67.131545,16.910000,-7.860257,-6.181938,1.200000,54.000000,-30.000000,0.400000,-24.636839,36.818892,17.370000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-78.636839,66.818892,16.970000,104.577712,-7.803793,-6.253065,1.200000,10.071743
10.920,IDLE,104.577712,-78.636839,66.818892,16.970000,-7.803793,-6.253065,1.200000,54.000000,-30.000000,0.400000,-25.024174,36.502708,17.430000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-79.024174,66.502708,17.030000,104.677845,-7.746685,-6.323675,1.200000,10.071743
10.980,IDLE,104.677845,-79.024174,66.502708,17.030000,-7.746685,-6.323675,1.200000,54.000000,-30.000000,0.400000,-25.408621,36.183020,17.490000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-79.408621,66.183020,17.090000,104.775900,-7.688939,-6.393763,1.200000,10.071743
11.020,IDLE,104.775900,-79.408621,66.183020,17.090000,-7.688939,-6.393763,1.200000,54.000000,-30.000000,0.400000,-25.790149,35.859854,17.550000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-79.790149,65.859854,17.150000,104.871877,-7.630560,-6.463324,1.200000,10.071743
11.081,IDLE,104.871877,-79.790149,65.859854,17.150000,-7.630560,-6.463324,1.200000,54.000000,-30.000000,0.400000,-25.790149,35.859854,17.550000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-79.790149,65.859854,17.150000,104.871877,-7.630560,-6.463324,1.200000,10.071743
11.120,IDLE,104.965775,-80.168726,65.533237,17.210000,-7.571552,-6.532350,1.200000,54.000000,-30.000000,0.400000,-26.168726,35.533237,17.610000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-80.168726,65.533237,17.210000,104.965775,-7.571552,-6.532350,1.200000,10.071743
11.181,IDLE,105.057591,-80.544322,65.203195,17.270000,-7.511920,-6.600838,1.200000,54.000000,-30.000000,0.400000,-26.544322,35.203195,17.670000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-80.544322,65.203195,17.270000,105.057591,-7.511920,-6.600838,1.200000,10.071743
11.220,IDLE,105.147324,-80.916906,64.869756,17.330000,-7.451669,-6.668780,1.200000,54.000000,-30.000000,0.400000,-26.916906,34.869756,17.730000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-80.916906,64.869756,17.330000,105.147324,-7.451669,-6.668780,1.200000,10.071743
11.281,IDLE,105.234973,-81.286446,64.532947,17.390000,-7.390804,-6.736172,1.200000,54.000000,-30.000000,0.400000,-27.286446,34.532947,17.790000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-81.286446,64.532947,17.390000,105.234973,-7.390804,-6.736172,1.200000,10.071743
11.320,IDLE,105.320538,-81.652912,64.192797,17.450000,-7.329330,-6.803008,1.200000,54.000000,-30.000000,0.400000,-28.016275,33.849332,17.910000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-82.016275,63.849332,17.510000,105.404017,-7.267252,-6.869282,1.200000,10.071743
11.381,IDLE,105.404017,-82.016275,63.849332,17.510000,-7.267252,-6.869282,1.200000,54.000000,-30.000000,0.400000,-28.016275,33.849332,17.910000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-82.016275,63.849332,17.510000,105.404017,-7.267252,-6.869282,1.200000,10.071743
11.421,IDLE,105.485408,-82.376504,63.502583,17.570000,-7.204576,-6.934990,1.200000,54.000000,-30.000000,0.400000,-28.733569,33.152577,18.030000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-82.733569,63.152577,17.630000,105.564711,-7.141306,-7.000125,1.200000,10.071743
11.480,IDLE,105.564711,-82.733569,63.152577,17.630000,-7.141306,-7.000125,1.200000,54.000000,-30.000000,0.400000,-29.087441,32.799343,18.090000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-83.087441,62.799343,17.690000,105.641926,-7.077447,-7.064683,1.200000,10.071743
11.520,IDLE,105.641926,-83.087441,62.799343,17.690000,-7.077447,-7.064683,1.200000,54.000000,-30.000000,0.400000,-29.087441,32.799343,18.090000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-83.087441,62.799343,17.690000,105.641926,-7.077447,-7.064683,1.200000,10.071743
11.580,IDLE,105.717050,-83.438092,62.442910,17.750000,-7.013006,-7.128657,1.200000,54.000000,-30.000000,0.400000,-29.785491,32.083308,18.210000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-83.785491,62.083308,17.810000,105.790083,-6.947986,-7.192043,1.200000,10.071743
11.640,IDLE,105.861025,-84.129611,61.720566,17.870000,-6.882394,-7.254836,1.200000,54.000000,-30.000000,0.400000,-30.129611,31.720566,18.270000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-84.129611,61.720566,17.870000,105.861025,-6.882394,-7.254836,1.200000,10.071743
11.680,IDLE,105.861025,-84.129611,61.720566,17.870000,-6.882394,-7.254836,1.200000,54.000000,-30.000000,0.400000,-30.470422,31.354714,18.330000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-84.470422,61.354714,17.930000,105.929874,-6.816235,-7.317031,1.200000,10.071743
11.720,IDLE,105.929874,-84.470422,61.354714,17.930000,-6.816235,-7.317031,1.200000,54.000000,-30.000000,0.400000,-30.807898,30.985783,18.390000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-84.807898,60.985783,17.990000,105.996629,-6.749515,-7.378621,1.200000,10.071743
11.781,IDLE,105.996629,-84.807898,60.985783,17.990000,-6.749515,-7.378621,1.200000,54.000000,-30.000000,0.400000,-30.807898,30.985783,18.390000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-84.807898,60.985783,17.990000,105.996629,-6.749515,-7.378621,1.200000,10.071743
11.820,IDLE,106.061291,-85.142010,60.613803,18.050000,-6.682238,-7.439603,1.200000,54.000000,-30.000000,0.400000,-31.142010,30.613803,18.450000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-85.142010,60.613803,18.050000,106.061291,-6.682238,-7.439603,1.200000,10.071743
11.880,IDLE,106.123858,-85.472731,60.238804,18.110000,-6.614411,-7.499971,1.200000,54.000000,-30.000000,0.400000,-31.800033,29.860818,18.570000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-85.800033,59.860818,18.170000,106.184331,-6.546039,-7.559721,1.200000,10.071743
11.921,IDLE,106.184331,-85.800033,59.860818,18.170000,-6.546039,-7.559721,1.200000,54.000000,-30.000000,0.400000,-31.800033,29.860818,18.570000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-85.800033,59.860818,18.170000,106.184331,-6.546039,-7.559721,1.200000,10.071743
11.981,IDLE,106.242707,-86.123889,59.479876,18.230000,-6.477127,-7.618847,1.200000,54.000000,-30.000000,0.400000,-32.444273,29.096009,18.690000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-86.444273,59.096009,18.290000,106.298987,-6.407682,-7.677344,1.200000,10.071743
12.020,IDLE,106.298987,-86.444273,59.096009,18.290000,-6.407682,-7.677344,1.200000,54.000000,-30.000000,0.400000,-32.761158,28.709248,18.750000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-86.761158,58.709248,18.350000,106.353171,-6.337709,-7.735208,1.200000,10.071743
12.081,IDLE,106.353171,-86.761158,58.709248,18.350000,-6.337709,-7.735208,1.200000,54.000000,-30.000000,0.400000,-32.761158,28.709248,18.750000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-86.761158,58.709248,18.350000,106.353171,-6.337709,-7.735208,1.200000,10.071743
12.140,IDLE,106.455247,-87.384329,57.927176,18.470000,-6.196202,-7.849018,1.200000,54.000000,-30.000000,0.400000,-33.384329,27.927176,18.870000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-87.384329,57.927176,18.470000,106.455247,-6.196202,-7.849018,1.200000,10.071743
12.181,IDLE,106.455247,-87.384329,57.927176,18.470000,-6.196202,-7.849018,1.200000,54.000000,-30.000000,0.400000,-33.384329,27.927176,18.870000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-87.384329,57.927176,18.470000,106.455247,-6.196202,-7.849018,1.200000,10.071743
12.221,IDLE,106.503139,-87.690563,57.531928,18.530000,-6.124680,-7.904954,1.200000,54.000000,-30.000000,0.400000,-33.690563,27.531928,18.930000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-87.690563,57.531928,18.530000,106.503139,-6.124680,-7.904954,1.200000,10.071743
12.280,IDLE,106.548932,-87.993196,57.133916,18.590000,-6.052653,-7.960238,1.200000,54.000000,-30.000000,0.400000,-33.993196,27.133916,18.990000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-87.993196,57.133916,18.590000,106.548932,-6.052653,-7.960238,1.200000,10.071743
12.320,IDLE,106.592628,-88.292202,56.733173,18.650000,-5.980128,-8.014866,1.200000,54.000000,-30.000000,0.400000,-34.292202,26.733173,19.050000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-88.292202,56.733173,18.650000,106.592628,-5.980128,-8.014866,1.200000,10.071743
12.381,IDLE,106.634226,-88.587558,56.329731,18.710000,-5.907110,-8.068832,1.200000,54.000000,-30.000000,0.400000,-34.587558,26.329731,19.110000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-88.587558,56.329731,18.710000,106.634226,-5.907110,-8.068832,1.200000,10.071743
12.420,IDLE,106.673725,-88.879238,55.923625,18.770000,-5.833605,-8.122134,1.200000,54.000000,-30.000000,0.400000,-35.167219,25.514886,19.230000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-89.167219,55.514886,18.830000,106.711126,-5.759619,-8.174765,1.200000,10.071743
12.480,IDLE,106.711126,-89.167219,55.514886,18.830000,-5.759619,-8.174765,1.200000,54.000000,-30.000000,0.400000,-35.451477,25.103550,19.290000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-89.451477,55.103550,18.890000,106.746429,-5.685159,-8.226722,1.200000,10.071743
12.521,IDLE,106.746429,-89.451477,55.103550,18.890000,-5.685159,-8.226722,1.200000,54.000000,-30.000000,0.400000,-35.451477,25.103550,19.290000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-89.451477,55.103550,18.890000,106.746429,-5.685159,-8.226722,1.200000,10.071743
12.581,IDLE,106.779633,-89.731988,54.689650,18.950000,-5.610231,-8.278001,1.200000,54.000000,-30.000000,0.400000,-35.731988,24.689650,19.350000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-89.731988,54.689650,18.950000,106.779633,-5.610231,-8.278001,1.200000,10.071743
12.620,IDLE,106.810740,-90.008730,54.273220,19.010000,-5.534841,-8.328598,1.200000,54.000000,-30.000000,0.400000,-36.008730,24.273220,19.410000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-90.008730,54.273220,19.010000,106.810740,-5.534841,-8.328598,1.200000,10.071743
12.680,IDLE,106.839748,-90.281680,53.854295,19.070000,-5.458994,-8.378507,1.200000,54.000000,-30.000000,0.400000,-36.281680,23.854295,19.470000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-90.281680,53.854295,19.070000,106.839748,-5.458994,-8.378507,1.200000,10.071743
12.740,IDLE,106.891472,-90.816113,53.009096,19.190000,-5.305958,-8.476250,1.200000,54.000000,-30.000000,0.400000,-36.816113,23.009096,19.590000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-90.816113,53.009096,19.190000,106.891472,-5.305958,-8.476250,1.200000,10.071743
12.780,IDLE,106.891472,-90.816113,53.009096,19.190000,-5.305958,-8.476250,1.200000,54.000000,-30.000000,0.400000,-37.077552,22.582892,19.650000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-91.077552,52.582892,19.250000,106.914188,-5.228781,-8.524075,1.200000,10.071743
12.820,IDLE,106.914188,-91.077552,52.582892,19.250000,-5.228781,-8.524075,1.200000,54.000000,-30.000000,0.400000,-37.335111,22.154333,19.710000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-91.335111,52.154333,19.310000,106.934807,-5.151173,-8.571197,1.200000,10.071743
12.880,IDLE,106.934807,-91.335111,52.154333,19.310000,-5.151173,-8.571197,1.200000,54.000000,-30.000000,0.400000,-37.588768,21.723452,19.770000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-91.588768,51.723452,19.370000,106.953330,-5.073141,-8.617612,1.200000,10.071743
12.921,IDLE,106.953330,-91.588768,51.723452,19.370000,-5.073141,-8.617612,1.200000,54.000000,-30.000000,0.400000,-37.838502,21.290286,19.830000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-91.838502,51.290286,19.430000,106.969757,-4.994691,-8.663317,1.200000,10.071743
12.981,IDLE,106.969757,-91.838502,51.290286,19.430000,-4.994691,-8.663317,1.200000,54.000000,-30.000000,0.400000,-37.838502,21.290286,19.830000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-91.838502,51.290286,19.430000,106.969757,-4.994691,-8.663317,1.200000,10.071743
13.020,IDLE,106.984088,-92.084294,50.854871,19.490000,-4.915830,-8.708307,1.200000,54.000000,-30.000000,0.400000,-38.326122,20.417242,19.950000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-92.326122,50.417242,19.550000,106.996325,-4.836563,-8.752580,1.200000,10.071743
13.080,IDLE,106.996325,-92.326122,50.417242,19.550000,-4.836563,-8.752580,1.200000,54.000000,-30.000000,0.400000,-38.563967,19.977435,20.010000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-92.563967,49.977435,19.610000,107.006467,-4.756898,-8.796131,1.200000,10.071743
13.120,IDLE,107.006467,-92.563967,49.977435,19.610000,-4.756898,-8.796131,1.200000,54.000000,-30.000000,0.400000,-38.797809,19.535487,20.070000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-92.797809,49.535487,19.670000,107.014516,-4.676841,-8.838957,1.200000,10.071743
13.180,IDLE,107.014516,-92.797809,49.535487,19.670000,-4.676841,-8.838957,1.200000,54.000000,-30.000000,0.400000,-39.027629,19.091435,20.130000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-93.027629,49.091435,19.730000,107.020473,-4.596399,-8.881054,1.200000,10.071743
13.220,IDLE,107.020473,-93.027629,49.091435,19.730000,-4.596399,-8.881054,1.200000,54.000000,-30.000000,0.400000,-39.253408,18.645314,20.190000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-93.253408,48.645314,19.790000,107.024337,-4.515578,-8.922419,1.200000,10.071743
13.280,IDLE,107.024337,-93.253408,48.645314,19.790000,-4.515578,-8.922419,1.200000,54.000000,-30.000000,0.400000,-39.475127,18.197161,20.250000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-93.475127,48.197161,19.850000,107.026110,-4.434385,-8.963048,1.200000,10.071743
13.320,IDLE,107.026110,-93.475127,48.197161,19.850000,-4.434385,-8.963048,1.200000,54.000000,-30.000000,0.400000,-39.692768,17.747014,20.310000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-93.692768,47.747014,19.910000,107.025793,-4.352826,-9.002939,1.200000,10.071743
13.380,IDLE,107.025793,-93.692768,47.747014,19.910000,-4.352826,-9.002939,1.200000,54.000000,-30.000000,0.400000,-39.906314,17.294910,20.370000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-93.906314,47.294910,19.970000,107.023386,-4.270909,-9.042087,1.200000,10.071743
13.420,IDLE,107.023386,-93.906314,47.294910,19.970000,-4.270909,-9.042087,1.200000,54.000000,-30.000000,0.400000,-40.115746,16.840886,20.430000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-94.115746,46.840886,20.030000,107.018891,-4.188641,-9.080489,1.200000,10.071743
13.480,IDLE,107.018891,-94.115746,46.840886,20.030000,-4.188641,-9.080489,1.200000,54.000000,-30.000000,0.400000,-40.321047,16.384978,20.490000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-94.321047,46.384978,20.090000,107.012309,-4.106027,-9.118144,1.200000,10.071743
13.520,IDLE,107.012309,-94.321047,46.384978,20.090000,-4.106027,-9.118144,1.200000,54.000000,-30.000000,0.400000,-40.321047,16.384978,20.490000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-94.321047,46.384978,20.090000,107.012309,-4.106027,-9.118144,1.200000,10.071743
13.580,IDLE,107.003640,-94.522201,45.927226,20.150000,-4.023075,-9.155046,1.200000,54.000000,-30.000000,0.400000,-40.719190,15.467666,20.610000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-94.719190,45.467666,20.210000,106.992887,-3.939791,-9.191194,1.200000,10.071743
13.620,IDLE,106.992887,-94.719190,45.467666,20.210000,-3.939791,-9.191194,1.200000,54.000000,-30.000000,0.400000,-40.911999,15.006337,20.670000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-94.911999,45.006337,20.270000,106.980049,-3.856183,-9.226584,1.200000,10.071743
13.680,IDLE,106.980049,-94.911999,45.006337,20.270000,-3.856183,-9.226584,1.200000,54.000000,-30.000000,0.400000,-41.100612,14.543276,20.730000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.100612,44.543276,20.330000,106.965129,-3.772257,-9.261214,1.200000,10.071743
13.740,IDLE,106.948128,-95.285013,44.078522,20.390000,-3.688020,-9.295080,1.200000,54.000000,-30.000000,0.400000,-41.285013,14.078522,20.790000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.285013,44.078522,20.390000,106.948128,-3.688020,-9.295080,1.200000,10.071743
13.780,IDLE,106.948128,-95.285013,44.078522,20.390000,-3.688020,-9.295080,1.200000,54.000000,-30.000000,0.400000,-41.465187,13.612113,20.850000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.465187,43.612113,20.450000,106.929046,-3.603479,-9.328180,1.200000,10.071743
13.820,IDLE,106.929046,-95.465187,43.612113,20.450000,-3.603479,-9.328180,1.200000,54.000000,-30.000000,0.400000,-41.641119,13.144088,20.910000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.641119,43.144088,20.510000,106.907886,-3.518642,-9.360511,1.200000,10.071743
13.880,IDLE,106.907886,-95.641119,43.144088,20.510000,-3.518642,-9.360511,1.200000,54.000000,-30.000000,0.400000,-41.641119,13.144088,20.910000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.641119,43.144088,20.510000,106.907886,-3.518642,-9.360511,1.200000,10.071743
13.921,IDLE,106.884649,-95.812795,42.674484,20.570000,-3.433515,-9.392070,1.200000,54.000000,-30.000000,0.400000,-41.812795,12.674484,20.970000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-95.812795,42.674484,20.570000,106.884649,-3.433515,-9.392070,1.200000,10.071743
13.981,IDLE,106.859337,-95.980200,42.203342,20.630000,-3.348104,-9.422855,1.200000,54.000000,-30.000000,0.400000,-42.143321,11.730699,21.090000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-96.143321,41.730699,20.690000,106.831950,-3.262418,-9.452863,1.200000,10.071743
14.020,IDLE,106.831950,-96.143321,41.730699,20.690000,-3.262418,-9.452863,1.200000,54.000000,-30.000000,0.400000,-42.143321,11.730699,21.090000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-96.143321,41.730699,20.690000,106.831950,-3.262418,-9.452863,1.200000,10.071743
14.081,IDLE,106.802491,-96.302144,41.256594,20.750000,-3.176464,-9.482093,1.200000,54.000000,-30.000000,0.400000,-42.302144,11.256594,21.150000,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-96.302144,41.256594,20.750000,106.802491,-3.176464,-9.482093,1.200000,10.071743
