t,phase,relative_distance,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,carrier_x,carrier_y,carrier_z,mini_x,mini_y,mini_z,carrier_sp_x,carrier_sp_y,carrier_sp_z,mini_target_x,mini_target_y,mini_target_z,measured_rel_x,measured_rel_y,measured_rel_z,measured_rel_distance,measured_rel_vx,measured_rel_vy,measured_rel_vz,measured_rel_speed
20.940,IDLE,84.443216,-76.743313,-20.285470,28.803133,8.013773,-5.981592,0.664056,54.000000,-30.000000,0.400000,-22.743313,-50.285470,29.203133,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-76.743313,-20.285470,28.803133,84.443216,8.013773,-5.981592,0.664056,10.022024
20.980,IDLE,84.443216,-76.743313,-20.285470,28.803133,8.013773,-5.981592,0.664056,54.000000,-30.000000,0.400000,-22.339925,-50.580899,29.235008,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-76.339925,-20.580899,28.835008,84.159463,8.067746,-5.908593,0.637494,10.020299
21.020,IDLE,84.159463,-76.339925,-20.580899,28.835008,8.067746,-5.908593,0.637494,54.000000,-30.000000,0.400000,-21.933873,-50.872655,29.265607,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.933873,-20.872655,28.865607,83.873977,8.121054,-5.835108,0.611994,10.018709
21.080,IDLE,83.873977,-75.933873,-20.872655,28.865607,8.121054,-5.835108,0.611994,54.000000,-30.000000,0.400000,-21.525188,-51.160712,29.294983,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.525188,-21.160712,28.894983,83.586780,8.173692,-5.761142,0.587514,10.017244
21.140,IDLE,83.297895,-75.113905,-21.445047,28.923184,8.225657,-5.686701,0.564014,54.000000,-30.000000,0.400000,-21.113905,-51.445047,29.323184,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-75.113905,-21.445047,28.923184,83.297895,8.225657,-5.686701,0.564014,10.015893
21.180,IDLE,83.297895,-75.113905,-21.445047,28.923184,8.225657,-5.686701,0.564014,54.000000,-30.000000,0.400000,-20.700058,-51.725637,29.350256,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-74.700058,-21.725637,28.950256,83.007345,8.276944,-5.611792,0.541453,10.014648
21.220,IDLE,83.007345,-74.700058,-21.725637,28.950256,8.276944,-5.611792,0.541453,54.000000,-30.000000,0.400000,-20.283681,-52.002458,29.376246,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-74.283681,-22.002458,28.976246,82.715151,8.327548,-5.536419,0.519795,10.013500
21.280,IDLE,82.715151,-74.283681,-22.002458,28.976246,8.327548,-5.536419,0.519795,54.000000,-30.000000,0.400000,-20.283681,-52.002458,29.376246,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-74.283681,-22.002458,28.976246,82.715151,8.327548,-5.536419,0.519795,10.013500
21.320,IDLE,82.421335,-73.864807,-22.275487,29.001196,8.377467,-5.460591,0.499003,54.000000,-30.000000,0.400000,-19.443472,-52.544703,29.425148,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-73.443472,-22.544703,29.025148,82.125919,8.426694,-5.384313,0.479043,10.011468
21.381,IDLE,82.125919,-73.443472,-22.544703,29.025148,8.426694,-5.384313,0.479043,54.000000,-30.000000,0.400000,-19.443472,-52.544703,29.425148,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-73.443472,-22.544703,29.025148,82.125919,8.426694,-5.384313,0.479043,10.011468
21.421,IDLE,81.828923,-73.019711,-22.810082,29.048143,8.475228,-5.307590,0.459881,54.000000,-30.000000,0.400000,-18.593558,-53.071604,29.470217,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-72.593558,-23.071604,29.070217,81.530369,8.523063,-5.230431,0.441486,10.009741
21.480,IDLE,81.530369,-72.593558,-23.071604,29.070217,8.523063,-5.230431,0.441486,54.000000,-30.000000,0.400000,-18.165048,-53.329246,29.491408,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-72.165048,-23.329246,29.091408,81.230277,8.570195,-5.152840,0.423827,10.008977
21.540,IDLE,80.928668,-71.734217,-23.582987,29.111752,8.616621,-5.074825,0.406873,54.000000,-30.000000,0.400000,-17.734217,-53.582987,29.511752,54.000000,-30.000000,0.400000,0.000000,0.000000,0.000000,-71.734217,-23.582987,29.111752,80.928668,8.616621,-5.074825,0.406873,10.008274
21.581,APPROACH,80.928668,-71.734217,-23.582987,29.111752,8.616621,-5.074825,0.406873,53.992000,-30.008000,0.408000,-17.734217,-53.582987,29.511752,-2.224300,-62.717671,29.844124,0.000000,0.000000,0.000000,-71.726217,-23.574987,29.103752,80.916368,8.776621,-4.914825,0.246873,10.062083
21.620,APPROACH,80.613232,-71.293100,-23.824807,29.123282,8.822337,-4.836391,0.230599,53.976000,-30.024000,0.424000,-16.865733,-54.078684,29.550030,-1.708894,-62.826310,29.834359,0.000000,0.000000,0.000000,-70.841733,-24.054684,29.126030,80.283900,9.027339,-4.597545,0.054975,10.130809
21.680,APPROACH,80.283900,-70.841733,-24.054684,29.126030,9.027339,-4.597545,0.054975,53.952000,-30.048000,0.448000,-16.865733,-54.078684,29.550030,-1.192524,-62.930266,29.824985,0.000000,0.000000,0.000000,-70.817733,-24.030684,29.102030,80.246827,9.187339,-4.437545,-0.105025,10.203432
21.721,APPROACH,79.940609,-70.380152,-24.272599,29.120029,9.231623,-4.358295,-0.120024,53.920000,-30.080000,0.480000,-16.428152,-54.320599,29.568029,-0.675231,-63.029529,29.815985,0.000000,0.000000,0.000000,-70.348152,-24.240599,29.088029,79.891067,9.391623,-4.198295,-0.280024,10.291097
21.781,APPROACH,79.583295,-69.908393,-24.478531,29.105308,9.435186,-4.118645,-0.294423,53.880000,-30.120000,0.520000,-15.988393,-54.558531,29.585308,-0.157058,-63.124092,29.807346,0.000000,0.000000,0.000000,-69.868393,-24.438531,29.065308,79.521231,9.595186,-3.958645,-0.454423,10.389657
21.820,APPROACH,79.211898,-69.426492,-24.672461,29.081896,9.638024,-3.878603,-0.468246,53.832000,-30.168000,0.568000,-15.102485,-55.022370,29.617820,0.361952,-63.213947,29.799052,0.000000,0.000000,0.000000,-68.934485,-24.854370,29.049820,78.826360,9.840134,-3.638176,-0.641517,10.510761
21.881,APPROACH,78.826360,-68.934485,-24.854370,29.049820,9.840134,-3.638176,-0.641517,53.776000,-30.224000,0.624000,-15.102485,-55.022370,29.617820,0.881756,-63.299087,29.791090,0.000000,0.000000,0.000000,-68.878485,-24.798370,28.993820,78.739104,10.000134,-3.478176,-0.801517,10.618042
21.920,APPROACH,78.426625,-68.432409,-25.024238,29.009107,10.041512,-3.397370,-0.814256,53.712000,-30.288000,0.688000,-14.656409,-55.248238,29.633107,1.402311,-63.379504,29.783446,0.000000,0.000000,0.000000,-68.368409,-24.960238,28.945107,78.326701,10.201512,-3.237370,-0.974256,10.747120
21.981,APPROACH,78.012640,-67.920302,-25.182048,28.959783,10.242154,-3.156191,-0.986486,53.640000,-30.360000,0.760000,-13.758199,-55.687780,29.661872,1.923576,-63.455192,29.776109,0.000000,0.000000,0.000000,-67.398199,-25.327780,28.901872,77.584353,10.442058,-2.914647,-1.158226,10.902900
22.020,APPROACH,77.584353,-67.398199,-25.327780,28.901872,10.442058,-2.914647,-1.158226,53.560000,-30.440000,0.840000,-13.306138,-55.901417,29.675397,2.445506,-63.526145,29.769064,0.000000,0.000000,0.000000,-66.866138,-25.461417,28.835397,77.141716,10.641220,-2.672744,-1.329497,11.051999
22.081,APPROACH,77.141716,-66.866138,-25.461417,28.835397,10.641220,-2.672744,-1.329497,53.472000,-30.528000,0.928000,-12.852156,-56.110942,29.688381,2.968058,-63.592356,29.762302,0.000000,0.000000,0.000000,-66.324156,-25.582942,28.760381,76.684680,10.839637,-2.430489,-1.500317,11.209637
22.140,APPROACH,76.213200,-65.772291,-25.692336,28.676846,11.037305,-2.187888,-1.670705,53.376000,-30.624000,1.024000,-12.396291,-56.316336,29.700846,4.014859,-63.710535,29.749577,0.000000,0.000000,0.000000,-65.772291,-25.692336,28.676846,76.213200,11.037305,-2.187888,-1.670705,11.375422
22.180,APPROACH,76.213200,-65.772291,-25.692336,28.676846,11.037305,-2.187888,-1.670705,53.272000,-30.728000,1.128000,-11.938580,-56.517584,29.712812,4.014859,-63.710535,29.749577,0.000000,0.000000,0.000000,-65.210580,-25.789584,28.584812,75.727233,11.234222,-1.944949,-1.840676,11.548968
22.221,APPROACH,75.727233,-65.210580,-25.789584,28.584812,11.234222,-1.944949,-1.840676,53.160000,-30.840000,1.238000,-11.938580,-56.517584,29.712812,4.539021,-63.762491,29.743594,0.000000,0.000000,0.000000,-65.098580,-25.677584,28.474812,75.551163,11.394222,-1.784949,-1.960676,11.698658
22.280,APPROACH,75.227494,-64.639060,-25.874668,28.486299,11.430385,-1.701678,-1.970249,53.040000,-30.960000,1.348000,-11.017771,-56.907572,29.735327,5.063633,-63.809688,29.737850,0.000000,0.000000,0.000000,-64.057771,-25.947572,28.387327,74.716229,11.625790,-1.458082,-1.979439,11.882894
22.340,APPROACH,74.195349,-63.468994,-26.008280,28.287914,11.775545,-1.214168,-1.988262,52.914244,-31.088000,1.458000,-10.554749,-57.096280,29.745914,6.114034,-63.889783,29.727043,0.000000,0.000000,0.000000,-63.468994,-26.008280,28.287914,74.195349,11.775545,-1.214168,-1.988262,12.003785
22.381,APPROACH,74.195349,-63.468994,-26.008280,28.287914,11.775545,-1.214168,-1.988262,52.788165,-31.224000,1.568000,-10.090033,-57.280777,29.756078,6.114034,-63.889783,29.727043,0.000000,0.000000,0.000000,-62.878198,-26.056777,28.188078,73.669472,11.815914,-0.969943,-1.996731,12.022627
22.420,APPROACH,73.669472,-62.878198,-26.056777,28.188078,11.815914,-0.969943,-1.996731,52.661689,-31.368000,1.678000,-9.623662,-57.461048,29.765835,6.639736,-63.922676,29.721961,0.000000,0.000000,0.000000,-62.285351,-26.093048,28.087835,73.138489,11.856938,-0.725415,-2.004862,12.047103
22.480,APPROACH,73.138489,-62.285351,-26.093048,28.087835,11.856938,-0.725415,-2.004862,52.534810,-31.520000,1.788000,-9.155673,-57.637077,29.775201,7.165716,-63.950794,29.717083,0.000000,0.000000,0.000000,-61.690483,-26.117077,27.987201,72.602348,11.897357,-0.480588,-2.012668,12.075964
22.521,APPROACH,72.602348,-61.690483,-26.117077,27.987201,11.897357,-0.480588,-2.012668,52.407520,-31.680000,1.898000,-9.155673,-57.637077,29.775201,7.691929,-63.974137,29.712399,0.000000,0.000000,0.000000,-61.563193,-25.957077,27.877201,72.394302,11.905586,-0.320588,-2.012668,12.078766
22.581,APPROACH,72.060999,-61.093625,-26.128851,27.886193,11.937162,-0.235472,-2.020161,52.279811,-31.848000,2.008000,-8.214997,-57.976355,29.792825,8.218332,-63.992701,29.707903,0.000000,0.000000,0.000000,-60.494809,-26.128355,27.784825,71.514399,11.976329,0.009927,-2.027354,12.146717
22.620,APPROACH,71.514399,-60.494809,-26.128355,27.784825,11.976329,0.009927,-2.027354,52.151678,-32.024000,2.118000,-8.214997,-57.976355,29.792825,8.744882,-64.006486,29.703587,0.000000,0.000000,0.000000,-60.366676,-25.952355,27.674825,71.299062,11.984812,0.169927,-2.027354,12.156264
22.681,APPROACH,70.962505,-59.894067,-26.115574,27.683112,12.014837,0.255603,-2.034260,52.023117,-32.208000,2.228000,-7.742388,-58.139574,29.801112,9.271536,-64.015490,29.699444,0.000000,0.000000,0.000000,-59.765505,-25.931574,27.573112,70.743471,12.023417,0.415603,-2.034260,12.201372
22.721,APPROACH,70.405280,-59.291434,-26.090497,27.581068,12.052662,0.501547,-2.040890,51.894122,-32.400000,2.338000,-6.792823,-58.453109,29.816705,9.798250,-64.019712,29.695466,0.000000,0.000000,0.000000,-58.686944,-26.053109,27.478705,69.842689,12.089785,0.747754,-2.047254,12.284677
22.780,APPROACH,69.842689,-58.686944,-26.053109,27.478705,12.089785,0.747754,-2.047254,51.764691,-32.600000,2.448000,-6.315944,-58.603399,29.824037,10.324980,-64.019153,29.691647,0.000000,0.000000,0.000000,-58.080635,-26.003399,27.376037,69.274702,12.126182,0.994215,-2.053364,12.338925
22.840,APPROACH,68.701293,-57.472544,-25.941353,27.273075,12.161835,1.240924,-2.059230,51.634823,-32.808000,2.558000,-5.837721,-58.749353,29.831075,11.378317,-64.003689,29.684462,0.000000,0.000000,0.000000,-57.472544,-25.941353,27.273075,68.701293,12.161835,1.240924,-2.059230,12.397199
22.880,APPROACH,68.701293,-57.472544,-25.941353,27.273075,12.161835,1.240924,-2.059230,51.504515,-33.024000,2.668000,-5.358192,-58.890959,29.837832,11.378317,-64.003689,29.684462,0.000000,0.000000,0.000000,-56.862707,-25.866959,27.169832,68.122440,12.196721,1.487874,-2.064860,12.459431
22.940,APPROACH,67.538125,-56.251166,-25.780206,27.066319,12.230822,1.735057,-2.070266,51.373769,-33.248000,2.778000,-4.877398,-59.028206,29.844319,12.431199,-63.969104,29.677840,0.000000,0.000000,0.000000,-56.251166,-25.780206,27.066319,67.538125,12.230822,1.735057,-2.070266,12.525552
22.980,APPROACH,67.538125,-56.251166,-25.780206,27.066319,12.230822,1.735057,-2.070266,51.242583,-33.480000,2.888000,-4.395377,-59.161083,29.850546,12.431199,-63.969104,29.677840,0.000000,0.000000,0.000000,-55.637960,-25.681083,26.962546,66.948335,12.264118,1.982466,-2.075455,12.595486
23.020,APPROACH,66.948335,-55.637960,-25.681083,26.962546,12.264118,1.982466,-2.075455,51.110961,-33.720000,2.998000,-4.395377,-59.161083,29.850546,12.957362,-63.944644,29.674727,0.000000,0.000000,0.000000,-55.506338,-25.441083,26.852546,66.702785,12.272861,2.142466,-2.075455,12.630154
23.081,APPROACH,66.353060,-55.023131,-25.569578,26.858525,12.296589,2.230094,-2.080437,50.978903,-33.968000,3.108000,-3.427817,-59.413681,29.862264,13.483280,-63.915408,29.671738,0.000000,0.000000,0.000000,-54.406720,-25.445681,26.754264,65.752297,12.328217,2.477935,-2.085220,12.746499
23.140,APPROACH,65.146045,-53.788771,-25.309382,26.649773,12.358983,2.725979,-2.089811,50.846415,-34.224000,3.218000,-2.942356,-59.533382,29.867773,14.534213,-63.842619,29.666113,0.000000,0.000000,0.000000,-53.788771,-25.309382,26.649773,65.146045,12.358983,2.725979,-2.089811,12.827421
23.180,APPROACH,65.146045,-53.788771,-25.309382,26.649773,12.358983,2.725979,-2.089811,50.713498,-34.488000,3.328000,-2.455830,-59.648671,29.873062,14.534213,-63.842619,29.666113,0.000000,0.000000,0.000000,-53.169328,-25.160671,26.545062,64.534309,12.388869,2.974221,-2.094218,12.911848
23.240,APPROACH,63.917102,-52.548435,-24.999538,26.440140,12.417857,3.222653,-2.098450,50.580159,-34.760000,3.438000,-1.968276,-59.759538,29.878140,15.583651,-63.750762,29.660930,0.000000,0.000000,0.000000,-52.548435,-24.999538,26.440140,63.917102,12.417857,3.222653,-2.098450,12.999698
23.280,APPROACH,63.917102,-52.548435,-24.999538,26.440140,12.417857,3.222653,-2.098450,50.446402,-35.040000,3.548000,-1.479736,-59.865975,29.883014,15.583651,-63.750762,29.660930,0.000000,0.000000,0.000000,-51.926138,-24.825975,26.335014,63.294438,12.445929,3.471268,-2.102512,13.090890
23.340,APPROACH,62.666339,-51.302485,-24.639972,26.229693,12.473069,3.720058,-2.106411,50.312235,-35.328000,3.658000,-0.990250,-59.967972,29.887693,16.631248,-63.639867,29.656153,0.000000,0.000000,0.000000,-51.302485,-24.639972,26.229693,62.666339,12.473069,3.720058,-2.106411,13.185342
23.380,APPROACH,62.666339,-51.302485,-24.639972,26.229693,12.473069,3.720058,-2.106411,50.177664,-35.624000,3.768000,-0.499858,-60.065521,29.892186,16.631248,-63.639867,29.656153,0.000000,0.000000,0.000000,-50.677522,-24.441521,26.124186,62.032832,12.499259,3.969017,-2.110155,13.282972
23.420,APPROACH,62.032832,-50.677522,-24.441521,26.124186,12.499259,3.969017,-2.110155,50.042697,-35.928000,3.878000,-0.008601,-60.158615,29.896498,17.154248,-63.577291,29.653907,0.000000,0.000000,0.000000,-50.051298,-24.230615,26.018498,61.393952,12.524484,4.218136,-2.113749,13.383695
23.481,APPROACH,61.393952,-50.051298,-24.230615,26.018498,12.524484,4.218136,-2.113749,49.907343,-36.240000,3.988000,0.483481,-60.247244,29.900638,17.676659,-63.509970,29.651751,0.000000,0.000000,0.000000,-49.423861,-24.007244,25.912638,60.749738,12.548725,4.467409,-2.117199,13.487430
23.521,APPROACH,60.749738,-49.423861,-24.007244,25.912638,12.548725,4.467409,-2.117199,49.771611,-36.560000,4.098000,0.483481,-60.247244,29.900638,18.198437,-63.437909,29.649681,0.000000,0.000000,0.000000,-49.288129,-23.687244,25.802638,60.466366,12.556282,4.627409,-2.117199,13.548271
23.581,APPROACH,60.100237,-48.795263,-23.771403,25.806613,12.571969,4.716827,-2.120511,49.635511,-36.888000,4.208000,0.976348,-60.331403,29.904613,18.719539,-63.361113,29.647694,0.000000,0.000000,0.000000,-48.659163,-23.443403,25.696613,59.813236,12.579323,4.876827,-2.120511,13.657210
23.640,APPROACH,58.785600,-47.534783,-23.262280,25.594091,12.615397,5.216074,-2.126743,49.499054,-37.224000,4.318000,1.964271,-60.486280,29.912091,19.759545,-63.193347,29.643954,0.000000,0.000000,0.000000,-47.534783,-23.262280,25.594091,58.785600,12.615397,5.216074,-2.126743,13.815885
23.680,APPROACH,58.785600,-47.534783,-23.262280,25.594091,12.615397,5.216074,-2.126743,49.362252,-37.568000,4.428000,2.459246,-60.556985,29.915608,19.759545,-63.193347,29.643954,0.000000,0.000000,0.000000,-46.903006,-22.988985,25.487608,58.120595,12.635550,5.465886,-2.129673,13.930849
23.720,APPROACH,58.120595,-46.903006,-22.988985,25.487608,12.635550,5.465886,-2.129673,49.225117,-37.920000,4.538000,2.954843,-60.623195,29.918983,20.278363,-63.102390,29.642196,0.000000,0.000000,0.000000,-46.270274,-22.703195,25.380983,57.450566,12.654644,5.715816,-2.132486,14.048418
23.780,APPROACH,57.450566,-46.270274,-22.703195,25.380983,12.654644,5.715816,-2.132486,49.087661,-38.280000,4.648000,3.451021,-60.684902,29.922224,20.796334,-63.006727,29.640508,0.000000,0.000000,0.000000,-45.636640,-22.404902,25.274224,56.775602,12.672663,5.965854,-2.135187,14.168515
23.821,APPROACH,56.775602,-45.636640,-22.404902,25.274224,12.672663,5.965854,-2.135187,48.949899,-38.648000,4.758000,3.451021,-60.684902,29.922224,21.313414,-62.906365,29.638888,0.000000,0.000000,0.000000,-45.498878,-22.036902,25.164224,56.471330,12.678797,6.125854,-2.135187,14.242086
23.881,APPROACH,56.095798,-45.002161,-22.094102,25.167335,12.689592,6.215994,-2.137779,48.811844,-39.024000,4.868000,3.947738,-60.742102,29.925335,21.829563,-62.801313,29.637333,0.000000,0.000000,0.000000,-44.864106,-21.718102,25.057335,55.788296,12.695441,6.375994,-2.137779,14.366545
23.940,APPROACH,54.722111,-43.730884,-21.434963,24.953189,12.720125,6.716550,-2.142657,48.673512,-39.408000,4.978000,4.942628,-60.842963,29.931189,22.858892,-62.577174,29.634406,0.000000,0.000000,0.000000,-43.730884,-21.434963,24.953189,54.722111,12.720125,6.716550,-2.142657,14.543198
23.980,APPROACH,54.722111,-43.730884,-21.434963,24.953189,12.720125,6.716550,-2.142657,48.534918,-39.800000,5.088000,5.440719,-60.886616,29.933941,22.858892,-62.577174,29.634406,0.000000,0.000000,0.000000,-43.094199,-21.086616,24.845941,54.028475,12.733700,6.966950,-2.144951,14.672639
24.020,APPROACH,54.028475,-43.094199,-21.086616,24.845941,12.733700,6.966950,-2.144951,48.396078,-40.200000,5.198000,5.939186,-60.925745,29.936583,23.371989,-62.458105,29.633029,0.000000,0.000000,0.000000,-42.456892,-20.725745,24.738583,53.330495,12.746130,7.217423,-2.147153,14.804233
24.081,APPROACH,53.330495,-42.456892,-20.725745,24.738583,12.746130,7.217423,-2.147153,48.257009,-40.601024,5.308000,6.437987,-60.960347,29.939120,23.883983,-62.334383,29.631708,0.000000,0.000000,0.000000,-41.819022,-20.359323,24.631120,52.631024,12.757402,7.328443,-2.149267,14.868649
24.121,APPROACH,52.631024,-41.819022,-20.359323,24.631120,12.757402,7.328443,-2.149267,48.117775,-41.002071,5.418000,6.437987,-60.960347,29.939120,24.394833,-62.206018,29.630440,0.000000,0.000000,0.000000,-41.679788,-19.958276,24.521120,52.314652,12.760704,7.328897,-2.149267,14.871706
24.181,APPROACH,51.930611,-41.180693,-19.988348,24.523555,12.766575,7.419491,-2.151296,47.978385,-41.403205,5.528000,7.436429,-61.015959,29.943893,24.904496,-62.073021,29.629222,0.000000,0.000000,0.000000,-40.541956,-19.612754,24.415893,51.229348,12.774755,7.511873,-2.153244,14.975281
24.221,APPROACH,51.229348,-40.541956,-19.612754,24.415893,12.774755,7.511873,-2.153244,47.838838,-41.804458,5.638000,7.935988,-61.036965,29.946137,25.412931,-61.935403,29.628053,0.000000,0.000000,0.000000,-39.902850,-19.232507,24.308137,50.527342,12.782105,7.604954,-2.155115,15.028708
24.282,APPROACH,50.527342,-39.902850,-19.232507,24.308137,12.782105,7.604954,-2.155115,47.699136,-42.205867,5.748000,8.435716,-61.053435,29.948292,25.920096,-61.793174,29.626931,0.000000,0.000000,0.000000,-39.263420,-18.847568,24.200292,49.824703,12.788613,7.698775,-2.156910,15.082176
24.340,APPROACH,49.121549,-38.623706,-18.457900,24.092360,12.794272,7.793354,-2.158634,47.559280,-42.607467,5.858000,8.935574,-61.065367,29.950360,26.930448,-61.494934,29.624820,0.000000,0.000000,0.000000,-38.623706,-18.457900,24.092360,49.121549,12.794272,7.793354,-2.158634,15.135702
24.381,APPROACH,49.121549,-38.623706,-18.457900,24.092360,12.794272,7.793354,-2.158634,47.419272,-43.009297,5.968000,9.435519,-61.072761,29.952346,26.930448,-61.494934,29.624820,0.000000,0.000000,0.000000,-37.983752,-18.063465,23.984346,48.418003,12.799077,7.888713,-2.160288,15.189306
24.420,APPROACH,48.418003,-37.983752,-18.063465,23.984346,12.799077,7.888713,-2.160288,47.279112,-43.411395,6.078000,9.435519,-61.072761,29.952346,27.433551,-61.338946,29.623827,0.000000,0.000000,0.000000,-37.843593,-17.661366,23.874346,48.104530,12.802090,7.894093,-2.160288,15.194639
24.481,APPROACH,47.714198,-37.343601,-17.664221,23.876252,12.803021,7.984872,-2.161877,47.138805,-43.813804,6.188000,9.935511,-61.075616,29.954252,27.935218,-61.178399,29.622874,0.000000,0.000000,0.000000,-37.203293,-17.261812,23.766252,47.401371,12.805991,7.991073,-2.161877,15.248749
24.540,APPROACH,46.306376,-36.062881,-16.851143,23.659839,12.808299,8.179693,-2.164866,46.998351,-44.216565,6.298000,10.935470,-61.067709,29.957839,28.934075,-60.843673,29.621081,0.000000,0.000000,0.000000,-36.062881,-16.851143,23.659839,46.306376,12.808299,8.179693,-2.164866,15.350783
24.582,APPROACH,46.306376,-36.062881,-16.851143,23.659839,12.808299,8.179693,-2.164866,46.857754,-44.619724,6.408000,10.935470,-61.067709,29.957839,28.934075,-60.843673,29.621081,0.000000,0.000000,0.000000,-35.922285,-16.447985,23.549839,45.995018,12.811161,8.187637,-2.164866,15.357405
24.621,APPROACH,45.602665,-35.422400,-16.437223,23.551525,12.809619,8.278408,-2.166271,46.717018,-45.023326,6.518000,11.935120,-61.041648,29.961144,29.431184,-60.669523,29.620237,0.000000,0.000000,0.000000,-34.781898,-16.018321,23.443144,44.899310,12.810050,8.378032,-2.167620,15.459217
24.680,APPROACH,44.899310,-34.781898,-16.018321,23.443144,12.810050,8.378032,-2.167620,46.576145,-45.427420,6.628000,12.434726,-61.021812,29.962698,29.926691,-60.490868,29.619428,0.000000,0.000000,0.000000,-34.141419,-15.594392,23.334698,44.196489,12.809585,8.478597,-2.168915,15.513744
24.740,APPROACH,43.494394,-33.501008,-15.165385,23.226190,12.808215,8.580139,-2.170159,46.435140,-45.832056,6.738000,12.934132,-60.997441,29.964190,30.912738,-60.120099,29.617905,0.000000,0.000000,0.000000,-33.501008,-15.165385,23.226190,43.494394,12.808215,8.580139,-2.170159,15.568518
24.780,APPROACH,43.494394,-33.501008,-15.165385,23.226190,12.808215,8.580139,-2.170159,46.294007,-46.237288,6.848000,13.433296,-60.968538,29.965623,30.912738,-60.120099,29.617905,0.000000,0.000000,0.000000,-32.860711,-14.731250,23.117623,42.793230,12.805933,8.682694,-2.171352,15.623567
24.820,APPROACH,42.793230,-32.860711,-14.731250,23.117623,12.805933,8.682694,-2.171352,46.152751,-46.643169,6.958000,13.932177,-60.935104,29.966998,31.403196,-59.928016,29.617189,0.000000,0.000000,0.000000,-32.220575,-14.291935,23.008998,42.093216,12.802729,8.786303,-2.172498,15.678927
24.882,APPROACH,42.093216,-32.220575,-14.291935,23.008998,12.802729,8.786303,-2.172498,46.011379,-47.049758,7.068000,14.430733,-60.897143,29.968318,31.891890,-59.731488,29.616501,0.000000,0.000000,0.000000,-31.580645,-13.847384,22.900318,41.394586,12.798594,8.891012,-2.173598,15.734631
24.921,APPROACH,41.394586,-31.580645,-13.847384,22.900318,12.798594,8.891012,-2.173598,45.869894,-47.457116,7.178000,14.928925,-60.854657,29.969585,32.378780,-59.530532,29.615841,0.000000,0.000000,0.000000,-30.940969,-13.397541,22.791585,40.697593,12.793519,8.996866,-2.174654,15.790720
24.981,APPROACH,40.697593,-30.940969,-13.397541,22.791585,12.793519,8.996866,-2.174654,45.728305,-47.865305,7.288000,14.928925,-60.854657,29.969585,32.863826,-59.325165,29.615207,0.000000,0.000000,0.000000,-30.799380,-12.989352,22.681585,40.395289,12.795618,9.013499,-2.174654,15.801903
25.021,APPROACH,40.002505,-30.301595,-12.942345,22.682802,12.787494,9.103919,-2.175668,45.586618,-48.274392,7.398000,15.924049,-60.756126,29.971970,33.346987,-59.115402,29.614599,0.000000,0.000000,0.000000,-29.662569,-12.481734,22.573970,39.309615,12.780508,9.212225,-2.176641,15.904221
25.082,APPROACH,39.309615,-29.662569,-12.481734,22.573970,12.780508,9.212225,-2.176641,45.444840,-48.684448,7.508000,16.420899,-60.700089,29.973091,33.828224,-58.901261,29.614015,0.000000,0.000000,0.000000,-29.023942,-12.015641,22.465091,38.619233,12.772550,9.321847,-2.177576,15.961726
25.120,APPROACH,38.619233,-29.023942,-12.015641,22.465091,12.772550,9.321847,-2.177576,45.302981,-49.095545,7.618000,16.917219,-60.639544,29.974167,34.784766,-58.459919,29.612916,0.000000,0.000000,0.000000,-28.385761,-11.543999,22.356167,37.931696,12.763609,9.432852,-2.178473,16.019805
25.181,APPROACH,37.931696,-28.385761,-11.543999,22.356167,12.763609,9.432852,-2.178473,45.161048,-49.498642,7.728000,16.917219,-60.639544,29.974167,34.784766,-58.459919,29.612916,0.000000,0.000000,0.000000,-28.243828,-11.140901,22.246167,37.639414,12.765074,9.272852,-2.178473,15.927292
25.220,APPROACH,37.250077,-27.748078,-11.075853,22.247201,12.753672,9.362917,-2.179334,45.019114,-49.893740,7.838000,17.908110,-60.504949,29.976193,35.259993,-58.232752,29.612400,0.000000,0.000000,0.000000,-27.111004,-10.611209,22.138193,36.574634,12.741468,9.292875,-2.180161,15.920290
25.281,APPROACH,36.574634,-27.111004,-10.611209,22.138193,12.741468,9.292875,-2.180161,44.885180,-50.280837,7.948000,17.908110,-60.504949,29.976193,35.733139,-58.001282,29.611904,0.000000,0.000000,0.000000,-26.977071,-10.224112,22.028193,36.297880,12.581468,9.132875,-2.180161,15.698912
25.340,APPROACH,35.260740,-25.862853,-9.692451,21.920059,12.394582,9.152440,-2.181716,44.759247,-50.659935,8.058000,18.896393,-60.352386,29.978059,36.673027,-57.525502,29.610970,0.000000,0.000000,0.000000,-25.862853,-9.692451,21.920059,35.260740,12.394582,9.152440,-2.181716,15.561257
